#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAM12	BMP1	9606.ENSP00000357668	9606.ENSP00000305714	0	0	0	0	0.257	0	0	0.254	0.422
ADAM12	MMP14	9606.ENSP00000357668	9606.ENSP00000308208	0	0	0	0	0.192	0	0	0.452	0.539
ADAM12	FBN1	9606.ENSP00000357668	9606.ENSP00000325527	0	0	0	0	0.213	0.045	0	0.321	0.445
ADAM12	ITGA11	9606.ENSP00000357668	9606.ENSP00000327290	0	0	0	0	0.129	0	0	0.467	0.515
ADAM12	COL10A1	9606.ENSP00000357668	9606.ENSP00000327368	0	0	0	0	0.121	0	0	0.540	0.578
ADAM12	SGCD	9606.ENSP00000357668	9606.ENSP00000338343	0	0	0	0	0.097	0	0	0.528	0.555
ADAM12	FN1	9606.ENSP00000357668	9606.ENSP00000346839	0	0	0	0	0.128	0	0	0.632	0.665
ADAM12	SH3PXD2A	9606.ENSP00000357668	9606.ENSP00000348215	0	0	0	0	0.061	0.150	0.500	0.896	0.952
ADAM12	COL5A2	9606.ENSP00000357668	9606.ENSP00000364000	0	0	0	0	0.203	0	0	0.328	0.442
ADAM12	POSTN	9606.ENSP00000357668	9606.ENSP00000369071	0	0	0	0	0.253	0	0	0.366	0.506
ADAM12	COL5A1	9606.ENSP00000357668	9606.ENSP00000360882	0	0	0	0	0.246	0	0	0.383	0.515
ADAM12	COL11A1	9606.ENSP00000357668	9606.ENSP00000359114	0	0	0	0	0.245	0	0	0.386	0.516
ADAMTS12	COMP	9606.ENSP00000422554	9606.ENSP00000222271	0	0	0	0	0.049	0.535	0	0.786	0.897
ADAMTS12	ADAMTS2	9606.ENSP00000422554	9606.ENSP00000251582	0	0	0	0.721	0.263	0	0	0.229	0.408
ADAMTS12	SULF1	9606.ENSP00000422554	9606.ENSP00000260128	0	0	0	0	0.123	0	0	0.521	0.563
ADAMTS12	COL1A2	9606.ENSP00000422554	9606.ENSP00000297268	0	0	0	0	0.181	0.068	0	0.282	0.404
ADAMTS12	COL3A1	9606.ENSP00000422554	9606.ENSP00000304408	0	0	0	0	0.201	0.068	0	0.428	0.537
ADAMTS12	COL12A1	9606.ENSP00000422554	9606.ENSP00000325146	0	0	0	0	0.228	0.068	0	0.277	0.435
ADAMTS12	COL5A2	9606.ENSP00000422554	9606.ENSP00000364000	0	0	0	0	0.232	0.068	0	0.286	0.444
ADAMTS12	ADAMTS7	9606.ENSP00000422554	9606.ENSP00000373472	0	0	0.062	0.923	0.102	0.219	0	0.494	0.623
ADAMTS12	FBLN2	9606.ENSP00000422554	9606.ENSP00000384169	0	0	0	0	0.097	0.046	0	0.565	0.592
ADAMTS14	COL1A1	9606.ENSP00000362304	9606.ENSP00000225964	0	0	0	0	0.098	0.091	0.400	0.258	0.586
ADAMTS14	LOXL1	9606.ENSP00000362304	9606.ENSP00000261921	0	0	0	0	0.250	0.067	0	0.221	0.408
ADAMTS14	COL5A3	9606.ENSP00000362304	9606.ENSP00000264828	0	0	0	0	0.095	0.091	0.400	0.146	0.522
ADAMTS14	CNIH3	9606.ENSP00000362304	9606.ENSP00000272133	0	0	0	0	0.062	0	0	0.552	0.562
ADAMTS14	COL1A2	9606.ENSP00000362304	9606.ENSP00000297268	0	0	0	0	0.094	0.091	0.400	0.323	0.621
ADAMTS14	COL3A1	9606.ENSP00000362304	9606.ENSP00000304408	0	0	0	0	0.080	0.091	0.400	0.183	0.535
ADAMTS14	BMP1	9606.ENSP00000362304	9606.ENSP00000305714	0	0	0	0	0.098	0	0	0.434	0.468
ADAMTS14	COL11A1	9606.ENSP00000362304	9606.ENSP00000359114	0	0	0	0	0.072	0.091	0.400	0.258	0.574
ADAMTS14	COL24A1	9606.ENSP00000362304	9606.ENSP00000359603	0	0	0	0	0.059	0.071	0.400	0.278	0.571
ADAMTS14	COL5A1	9606.ENSP00000362304	9606.ENSP00000360882	0	0	0	0	0.094	0.091	0.400	0.285	0.600
ADAMTS14	COL5A2	9606.ENSP00000362304	9606.ENSP00000364000	0	0	0	0	0.081	0.091	0.400	0.272	0.586
ADAMTS16	ISLR	9606.ENSP00000274181	9606.ENSP00000249842	0	0	0	0	0.050	0	0	0.398	0.403
ADAMTS16	NID1	9606.ENSP00000274181	9606.ENSP00000264187	0	0	0	0	0	0.071	0	0.425	0.443
ADAMTS2	DCN	9606.ENSP00000251582	9606.ENSP00000052754	0	0	0	0	0.234	0	0	0.310	0.449
ADAMTS2	MMP2	9606.ENSP00000251582	9606.ENSP00000219070	0	0	0	0	0.226	0.098	0	0.290	0.461
ADAMTS2	COMP	9606.ENSP00000251582	9606.ENSP00000222271	0	0	0	0	0.153	0.046	0	0.358	0.436
ADAMTS2	FKBP14	9606.ENSP00000251582	9606.ENSP00000222803	0	0	0	0	0.090	0	0	0.522	0.546
ADAMTS2	PCOLCE	9606.ENSP00000251582	9606.ENSP00000223061	0	0	0	0	0.275	0	0	0.389	0.539
ADAMTS2	COL1A1	9606.ENSP00000251582	9606.ENSP00000225964	0	0	0	0	0.308	0.091	0.400	0.850	0.936
ADAMTS2	LOX	9606.ENSP00000251582	9606.ENSP00000231004	0	0	0	0	0.277	0.071	0	0.657	0.750
ADAMTS2	SPARC	9606.ENSP00000251582	9606.ENSP00000231061	0	0	0	0	0.272	0	0	0.233	0.418
ADAMTS2	P3H1	9606.ENSP00000251582	9606.ENSP00000236040	0	0	0	0	0.100	0	0	0.549	0.577
ADAMTS2	CCN4	9606.ENSP00000251582	9606.ENSP00000250160	0	0	0	0	0.415	0	0	0.143	0.477
ADAMTS2	TIMP2	9606.ENSP00000251582	9606.ENSP00000262768	0	0	0	0	0.139	0	0	0.335	0.403
ADAMTS2	MMP19	9606.ENSP00000251582	9606.ENSP00000313437	0	0	0	0	0.208	0.045	0	0.289	0.415
ADAMTS2	MMP14	9606.ENSP00000251582	9606.ENSP00000308208	0	0	0	0	0.208	0.045	0	0.291	0.417
ADAMTS2	OLFML2B	9606.ENSP00000251582	9606.ENSP00000356917	0	0	0	0	0.206	0	0	0.343	0.457
ADAMTS2	LUM	9606.ENSP00000251582	9606.ENSP00000266718	0	0	0	0	0.212	0	0	0.362	0.476
ADAMTS2	ELN	9606.ENSP00000251582	9606.ENSP00000351807	0	0	0	0	0.294	0	0	0.290	0.477
ADAMTS2	COL4A1	9606.ENSP00000251582	9606.ENSP00000364979	0	0	0	0	0.172	0.072	0	0.379	0.481
ADAMTS2	MMP13	9606.ENSP00000251582	9606.ENSP00000260302	0	0	0	0	0.114	0.190	0	0.338	0.484
ADAMTS2	COL6A3	9606.ENSP00000251582	9606.ENSP00000295550	0	0	0	0	0.194	0.091	0	0.356	0.487
ADAMTS2	MFAP5	9606.ENSP00000251582	9606.ENSP00000352455	0	0	0	0	0.260	0	0	0.350	0.498
ADAMTS2	CNIH3	9606.ENSP00000251582	9606.ENSP00000272133	0	0	0	0	0	0	0	0.510	0.510
ADAMTS2	COL12A1	9606.ENSP00000251582	9606.ENSP00000325146	0	0	0	0	0.216	0.072	0	0.396	0.523
ADAMTS2	COL24A1	9606.ENSP00000251582	9606.ENSP00000359603	0	0	0	0	0.054	0.071	0.400	0.216	0.531
ADAMTS2	COL6A1	9606.ENSP00000251582	9606.ENSP00000355180	0	0	0	0	0.275	0.053	0	0.386	0.542
ADAMTS2	COL6A2	9606.ENSP00000251582	9606.ENSP00000300527	0	0	0	0	0.295	0.068	0	0.376	0.554
ADAMTS2	CRTAP	9606.ENSP00000251582	9606.ENSP00000323696	0	0	0	0	0.055	0	0	0.552	0.558
ADAMTS2	LOXL1	9606.ENSP00000251582	9606.ENSP00000261921	0	0	0	0	0.326	0.067	0	0.368	0.568
ADAMTS2	P4HA3	9606.ENSP00000251582	9606.ENSP00000401749	0	0	0	0	0.074	0	0	0.561	0.576
ADAMTS2	FN1	9606.ENSP00000251582	9606.ENSP00000346839	0	0	0	0	0.097	0.045	0	0.563	0.590
ADAMTS2	COL8A1	9606.ENSP00000251582	9606.ENSP00000261037	0	0	0	0	0.164	0.072	0	0.520	0.595
ADAMTS2	COL7A1	9606.ENSP00000251582	9606.ENSP00000332371	0	0	0	0	0.080	0.072	0	0.577	0.608
ADAMTS2	COL10A1	9606.ENSP00000251582	9606.ENSP00000327368	0	0	0	0	0.130	0.072	0	0.563	0.616
ADAMTS2	ADAMTSL2	9606.ENSP00000251582	9606.ENSP00000346478	0	0	0	0.584	0.061	0	0	0.616	0.624
ADAMTS2	TIMP3	9606.ENSP00000251582	9606.ENSP00000266085	0	0	0	0	0.102	0	0	0.613	0.638
ADAMTS2	BMP1	9606.ENSP00000251582	9606.ENSP00000305714	0	0	0	0	0.211	0	0	0.590	0.663
ADAMTS2	BGN	9606.ENSP00000251582	9606.ENSP00000327336	0	0	0	0	0.226	0	0	0.588	0.667
ADAMTS2	COL5A3	9606.ENSP00000251582	9606.ENSP00000264828	0	0	0	0	0.214	0.091	0.400	0.327	0.673
ADAMTS2	COL11A1	9606.ENSP00000251582	9606.ENSP00000359114	0	0	0	0	0.213	0.091	0.400	0.378	0.697
ADAMTS2	FBN1	9606.ENSP00000251582	9606.ENSP00000325527	0	0	0	0	0.295	0.046	0	0.639	0.736
ADAMTS2	COL5A2	9606.ENSP00000251582	9606.ENSP00000364000	0	0	0	0	0.211	0.109	0.400	0.575	0.797
ADAMTS2	COL5A1	9606.ENSP00000251582	9606.ENSP00000360882	0	0	0	0	0.322	0.091	0.400	0.585	0.826
ADAMTS2	EFEMP2	9606.ENSP00000251582	9606.ENSP00000309953	0	0	0	0	0.167	0	0	0.813	0.837
ADAMTS2	COL3A1	9606.ENSP00000251582	9606.ENSP00000304408	0	0	0	0	0.276	0.091	0.400	0.757	0.891
ADAMTS2	COL1A2	9606.ENSP00000251582	9606.ENSP00000297268	0	0	0	0	0.290	0.125	0.400	0.873	0.946
ADAMTS6	COMP	9606.ENSP00000370443	9606.ENSP00000222271	0	0	0	0	0.049	0.046	0	0.430	0.438
ADAMTS6	LOX	9606.ENSP00000370443	9606.ENSP00000231004	0	0	0	0	0.105	0.071	0	0.433	0.488
ADAMTS6	FBN1	9606.ENSP00000370443	9606.ENSP00000325527	0	0	0	0	0.081	0.046	0	0.611	0.629
ADAMTS6	GLT8D2	9606.ENSP00000370443	9606.ENSP00000354053	0	0	0	0	0.065	0	0	0.398	0.414
ADAMTS7	MMP2	9606.ENSP00000373472	9606.ENSP00000219070	0	0	0	0	0.120	0.053	0	0.482	0.530
ADAMTS7	COMP	9606.ENSP00000373472	9606.ENSP00000222271	0	0	0	0	0.050	0.356	0	0.912	0.941
ADAMTS7	COL6A2	9606.ENSP00000373472	9606.ENSP00000300527	0	0	0	0	0.166	0.072	0	0.311	0.420
ADAMTS7	COL3A1	9606.ENSP00000373472	9606.ENSP00000304408	0	0	0	0	0.146	0.068	0	0.405	0.486
ADAMTS7	COL12A1	9606.ENSP00000373472	9606.ENSP00000325146	0	0	0	0	0.112	0.068	0	0.386	0.448
ADAMTS7	HHIPL1	9606.ENSP00000373472	9606.ENSP00000330601	0	0	0	0	0.088	0	0	0.515	0.539
ADAMTS7	JCAD	9606.ENSP00000373472	9606.ENSP00000364526	0	0	0	0	0.062	0	0	0.507	0.517
ADAMTS7	COL4A1	9606.ENSP00000373472	9606.ENSP00000364979	0	0	0	0	0.122	0.068	0	0.348	0.420
ADAMTSL2	LOX	9606.ENSP00000346478	9606.ENSP00000231004	0	0	0	0	0.060	0.095	0	0.433	0.476
ADAMTSL2	LTBP2	9606.ENSP00000346478	9606.ENSP00000261978	0	0	0	0	0.062	0.046	0	0.482	0.496
ADAMTSL2	EFEMP2	9606.ENSP00000346478	9606.ENSP00000309953	0	0	0	0	0.084	0	0	0.400	0.426
ADAMTSL2	FBN1	9606.ENSP00000346478	9606.ENSP00000325527	0	0	0	0	0.042	0.046	0	0.786	0.788
ADAMTSL2	SLC6A1	9606.ENSP00000346478	9606.ENSP00000494136	0	0	0	0	0.117	0	0	0.470	0.512
ADAMTSL2	COL6A1	9606.ENSP00000346478	9606.ENSP00000355180	0	0	0	0	0.070	0.053	0	0.505	0.526
ADAMTSL2	COL8A2	9606.ENSP00000346478	9606.ENSP00000380901	0	0	0	0	0.049	0.068	0	0.536	0.552
ADAMTSL2	COL16A1	9606.ENSP00000346478	9606.ENSP00000362776	0	0	0	0	0.108	0.068	0	0.516	0.562
ADGRA2	SCT	9606.ENSP00000406367	9606.ENSP00000176195	0	0	0	0	0	0	0	0.499	0.499
ADGRA2	PDGFRB	9606.ENSP00000406367	9606.ENSP00000261799	0	0	0	0	0.266	0.064	0	0.277	0.460
ADGRA2	WNT2	9606.ENSP00000406367	9606.ENSP00000265441	0	0	0	0	0.082	0	0.540	0.150	0.609
ADGRA2	ANTXR1	9606.ENSP00000406367	9606.ENSP00000301945	0	0	0	0	0.080	0.099	0	0.368	0.430
ADGRA2	CD248	9606.ENSP00000406367	9606.ENSP00000308117	0	0	0	0	0.218	0.099	0	0.505	0.621
ADGRA2	PLXDC1	9606.ENSP00000406367	9606.ENSP00000323927	0	0	0	0	0.068	0	0	0.661	0.670
ADGRA2	COL7A1	9606.ENSP00000406367	9606.ENSP00000332371	0	0	0	0	0.048	0.091	0	0.395	0.431
ADGRA2	UNC5B	9606.ENSP00000406367	9606.ENSP00000334329	0	0	0	0	0.080	0.095	0	0.423	0.478
ADGRA2	COL15A1	9606.ENSP00000406367	9606.ENSP00000364140	0	0	0	0	0.151	0.050	0	0.400	0.474
ADGRA2	RECK	9606.ENSP00000406367	9606.ENSP00000367202	0	0	0	0	0.127	0.049	0.360	0.561	0.735
AEBP1	FKBP14	9606.ENSP00000223357	9606.ENSP00000222803	0	0	0	0	0.053	0	0	0.447	0.454
AEBP1	PCOLCE	9606.ENSP00000223357	9606.ENSP00000223061	0	0	0	0	0.314	0	0	0.302	0.500
AEBP1	TAGLN	9606.ENSP00000223357	9606.ENSP00000376678	0	0	0	0	0.159	0	0	0.317	0.401
AEBP1	ANTXR1	9606.ENSP00000223357	9606.ENSP00000301945	0	0	0	0	0.149	0	0	0.326	0.403
AEBP1	PDGFRB	9606.ENSP00000223357	9606.ENSP00000261799	0	0	0	0	0.260	0	0	0.226	0.403
AEBP1	CAVIN1	9606.ENSP00000223357	9606.ENSP00000349541	0	0	0	0	0.149	0	0	0.332	0.407
AEBP1	FBLN2	9606.ENSP00000223357	9606.ENSP00000384169	0	0	0	0	0.363	0	0	0.110	0.409
AEBP1	EFEMP2	9606.ENSP00000223357	9606.ENSP00000309953	0	0	0	0	0.292	0	0	0.213	0.419
AEBP1	EDNRA	9606.ENSP00000223357	9606.ENSP00000315011	0	0	0	0	0.154	0	0	0.345	0.423
AEBP1	COL6A1	9606.ENSP00000223357	9606.ENSP00000355180	0	0	0	0	0.270	0	0	0.264	0.440
AEBP1	LUM	9606.ENSP00000223357	9606.ENSP00000266718	0	0	0	0	0.272	0.042	0	0.269	0.446
AEBP1	MXRA8	9606.ENSP00000223357	9606.ENSP00000399229	0	0	0	0	0.227	0	0	0.317	0.450
AEBP1	POSTN	9606.ENSP00000223357	9606.ENSP00000369071	0	0	0	0	0.200	0	0	0.363	0.468
AEBP1	COL11A1	9606.ENSP00000223357	9606.ENSP00000359114	0	0	0	0	0.177	0	0	0.383	0.471
AEBP1	COL6A3	9606.ENSP00000223357	9606.ENSP00000295550	0	0	0	0	0.257	0	0	0.320	0.473
AEBP1	COL12A1	9606.ENSP00000223357	9606.ENSP00000325146	0	0	0	0	0.144	0	0	0.436	0.496
AEBP1	COL3A1	9606.ENSP00000223357	9606.ENSP00000304408	0	0	0	0	0.270	0	0	0.382	0.530
AEBP1	COL5A2	9606.ENSP00000223357	9606.ENSP00000364000	0	0	0	0	0.243	0	0	0.444	0.561
AEBP1	COL1A1	9606.ENSP00000223357	9606.ENSP00000225964	0	0	0	0	0.309	0	0	0.392	0.562
AEBP1	BGN	9606.ENSP00000223357	9606.ENSP00000327336	0	0	0	0	0.371	0.042	0	0.337	0.566
AEBP1	COL6A2	9606.ENSP00000223357	9606.ENSP00000300527	0	0	0	0	0.342	0	0	0.377	0.572
AEBP1	COL5A1	9606.ENSP00000223357	9606.ENSP00000360882	0	0	0	0	0.287	0	0	0.429	0.576
AEBP1	COL1A2	9606.ENSP00000223357	9606.ENSP00000297268	0	0	0	0	0.343	0	0	0.383	0.578
AEBP1	THBS2	9606.ENSP00000223357	9606.ENSP00000355751	0	0	0	0	0.360	0	0	0.393	0.595
AJUBA	TNFSF4	9606.ENSP00000262713	9606.ENSP00000281834	0	0	0	0	0	0	0	0.425	0.424
AJUBA	YAP1	9606.ENSP00000262713	9606.ENSP00000478927	0	0	0	0	0.177	0.076	0	0.360	0.471
AJUBA	WTIP	9606.ENSP00000262713	9606.ENSP00000466953	0	0	0.057	0.896	0.081	0	0.900	0.093	0.910
ALPK3	FLNC	9606.ENSP00000258888	9606.ENSP00000327145	0	0	0	0	0.106	0	0	0.398	0.438
ALPK3	MYL3	9606.ENSP00000258888	9606.ENSP00000499406	0	0	0	0	0.134	0	0	0.424	0.480
AMOTL2	RUNX1	9606.ENSP00000424765	9606.ENSP00000300305	0	0	0	0	0	0	0	0.425	0.425
AMOTL2	AXL	9606.ENSP00000424765	9606.ENSP00000301178	0	0	0	0	0.124	0.084	0	0.323	0.409
AMOTL2	TBX5	9606.ENSP00000424765	9606.ENSP00000309913	0	0	0	0	0	0.046	0	0.491	0.493
AMOTL2	CCN2	9606.ENSP00000424765	9606.ENSP00000356954	0	0	0	0	0.297	0	0	0.606	0.712
AMOTL2	CCN1	9606.ENSP00000424765	9606.ENSP00000398736	0	0	0	0	0.337	0	0	0.652	0.759
AMOTL2	WTIP	9606.ENSP00000424765	9606.ENSP00000466953	0	0	0	0	0.064	0	0	0.408	0.422
AMOTL2	YAP1	9606.ENSP00000424765	9606.ENSP00000478927	0	0	0	0	0.334	0.835	0.500	0.726	0.982
AMPH	EHD2	9606.ENSP00000348602	9606.ENSP00000263277	0	0	0	0	0	0.099	0	0.410	0.446
AMPH	GAS7	9606.ENSP00000348602	9606.ENSP00000407552	0	0	0	0	0.097	0.295	0	0.271	0.495
AMPH	SGIP1	9606.ENSP00000348602	9606.ENSP00000360076	0	0	0	0	0.109	0.331	0	0.691	0.800
AMPH	DNM1	9606.ENSP00000348602	9606.ENSP00000362014	0	0.009	0	0	0.107	0.860	0	0.974	0.996
ANGPT2	MXRA5	9606.ENSP00000314897	9606.ENSP00000217939	0	0	0	0	0.055	0	0	0.446	0.454
ANGPT2	MMP2	9606.ENSP00000314897	9606.ENSP00000219070	0	0	0	0	0.049	0	0	0.603	0.606
ANGPT2	SERPINE1	9606.ENSP00000314897	9606.ENSP00000223095	0	0	0	0	0.061	0	0	0.535	0.545
ANGPT2	SERPINF1	9606.ENSP00000314897	9606.ENSP00000254722	0	0	0	0	0.055	0	0	0.598	0.604
ANGPT2	FST	9606.ENSP00000314897	9606.ENSP00000256759	0	0	0	0	0	0	0	0.418	0.418
ANGPT2	PDGFRA	9606.ENSP00000314897	9606.ENSP00000257290	0	0	0	0	0.054	0.115	0.650	0.591	0.864
ANGPT2	PDGFRB	9606.ENSP00000314897	9606.ENSP00000261799	0	0	0	0	0.079	0.115	0.650	0.540	0.851
ANGPT2	TIMP2	9606.ENSP00000314897	9606.ENSP00000262768	0	0	0	0	0	0	0	0.449	0.449
ANGPT2	LUM	9606.ENSP00000314897	9606.ENSP00000266718	0	0	0	0	0.153	0	0	0.340	0.417
ANGPT2	FGF18	9606.ENSP00000314897	9606.ENSP00000274625	0	0	0	0	0.044	0	0	0.515	0.516
ANGPT2	ITGA5	9606.ENSP00000314897	9606.ENSP00000293379	0	0	0	0	0.056	0.510	0	0.278	0.636
ANGPT2	THBS2	9606.ENSP00000314897	9606.ENSP00000355751	0	0	0	0	0.062	0.069	0	0.412	0.442
ANGPT2	FN1	9606.ENSP00000314897	9606.ENSP00000346839	0	0	0	0	0.054	0	0	0.480	0.487
