#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AARS2	ATRIP	9606.ENSP00000244571	9606.ENSP00000323099	0	0	0	0	0.197	0	0	0.586	0.653
AARS2	POLL	9606.ENSP00000244571	9606.ENSP00000359181	0	0	0	0	0.082	0	0	0.643	0.658
AARS2	ATP5IF1	9606.ENSP00000244571	9606.ENSP00000335203	0.046	0	0	0	0.101	0.166	0	0.625	0.696
AARS2	QARS1	9606.ENSP00000244571	9606.ENSP00000307567	0.069	0	0	0	0.269	0	0	0.831	0.875
ABCB8	MON1A	9606.ENSP00000297504	9606.ENSP00000296473	0	0.004	0	0	0.478	0	0	0	0.478
ABCB8	TBL3	9606.ENSP00000297504	9606.ENSP00000454836	0	0	0	0	0.443	0	0	0	0.443
ABCB8	ARFGAP1	9606.ENSP00000297504	9606.ENSP00000314615	0	0	0	0	0.454	0.069	0	0	0.470
ABCB8	E4F1	9606.ENSP00000297504	9606.ENSP00000301727	0	0	0	0	0.337	0.051	0	0.227	0.471
ABCB8	ABCD4	9606.ENSP00000297504	9606.ENSP00000349396	0	0	0	0.558	0.094	0	0.720	0.282	0.802
ABCB8	CCDC51	9606.ENSP00000297504	9606.ENSP00000379047	0	0	0	0	0.060	0.429	0.900	0.930	0.995
ABCB9	NADSYN1	9606.ENSP00000440288	9606.ENSP00000326424	0	0	0	0	0.105	0	0	0.403	0.443
ABCB9	ABCD4	9606.ENSP00000440288	9606.ENSP00000349396	0	0	0	0	0.057	0	0	0.575	0.582
ABCB9	STOML1	9606.ENSP00000440288	9606.ENSP00000442478	0.057	0	0	0	0.329	0.079	0	0.116	0.415
ABCC4	SLC19A1	9606.ENSP00000494609	9606.ENSP00000308895	0	0	0	0	0.066	0	0	0.463	0.478
ABCC4	ITPA	9606.ENSP00000494609	9606.ENSP00000369456	0.045	0	0	0	0	0	0	0.563	0.565
ABCC4	SLC9A3R2	9606.ENSP00000494609	9606.ENSP00000408005	0	0	0	0	0.067	0.376	0	0.110	0.438
ABCD4	PEX10	9606.ENSP00000349396	9606.ENSP00000288774	0	0	0	0	0.103	0	0	0.365	0.406
ABCD4	INPPL1	9606.ENSP00000349396	9606.ENSP00000298229	0	0	0	0	0.054	0	0	0.497	0.503
ABCD4	COASY	9606.ENSP00000349396	9606.ENSP00000464814	0	0	0	0	0	0	0	0.545	0.545
ABCD4	MMAB	9606.ENSP00000349396	9606.ENSP00000445920	0	0	0	0	0.049	0	0	0.621	0.625
ABHD14B	ABHD8	9606.ENSP00000420065	9606.ENSP00000247706	0	0	0	0	0.055	0	0	0.426	0.434
ABHD14B	ABHD17A	9606.ENSP00000420065	9606.ENSP00000250974	0.043	0	0	0	0.108	0	0	0.416	0.458
ABHD14B	SCRN2	9606.ENSP00000420065	9606.ENSP00000290216	0	0	0	0	0.220	0	0	0.384	0.499
ABHD17A	ABHD8	9606.ENSP00000250974	9606.ENSP00000247706	0.043	0	0	0	0.157	0	0	0.350	0.430
ABHD17A	PNPLA6	9606.ENSP00000250974	9606.ENSP00000407509	0	0	0	0	0.154	0	0	0.325	0.405
ABHD17A	DAPK3	9606.ENSP00000250974	9606.ENSP00000442973	0	0	0	0	0.126	0	0	0.387	0.442
ABHD17A	DLG4	9606.ENSP00000250974	9606.ENSP00000497806	0	0	0	0	0.086	0.073	0	0.397	0.444
ABHD17A	ZDHHC24	9606.ENSP00000250974	9606.ENSP00000309429	0	0	0	0	0.093	0	0	0.434	0.465
ABHD17A	CSNK1G2	9606.ENSP00000250974	9606.ENSP00000255641	0	0	0	0	0.495	0	0	0	0.495
ABHD17A	ZDHHC16	9606.ENSP00000250974	9606.ENSP00000377357	0	0	0	0	0.074	0	0	0.505	0.522
ABHD17A	LYPLA2	9606.ENSP00000250974	9606.ENSP00000363638	0	0	0	0	0.047	0	0	0.615	0.618
ABHD17A	PPT2	9606.ENSP00000250974	9606.ENSP00000354608	0.047	0	0	0	0.111	0	0	0.586	0.619
ABHD17A	HRAS	9606.ENSP00000250974	9606.ENSP00000407586	0	0	0	0	0.124	0.042	0.500	0.221	0.629
ABHD8	OCEL1	9606.ENSP00000247706	9606.ENSP00000215061	0	0	0	0	0.081	0	0	0.455	0.477
ABHD8	ACSL1	9606.ENSP00000247706	9606.ENSP00000422607	0	0	0	0	0.044	0.071	0.151	0.308	0.408
ABHD8	FAM98C	9606.ENSP00000247706	9606.ENSP00000252530	0	0	0	0	0.064	0	0	0.414	0.428
ABHD8	CCDC106	9606.ENSP00000247706	9606.ENSP00000465757	0	0	0	0	0.429	0	0	0	0.429
ABHD8	SPATA2L	9606.ENSP00000247706	9606.ENSP00000289805	0	0	0	0	0.181	0	0	0.432	0.514
ABHD8	MRPL34	9606.ENSP00000247706	9606.ENSP00000252602	0	0	0	0	0.049	0	0	0.510	0.514
ABHD8	BABAM1	9606.ENSP00000247706	9606.ENSP00000352408	0	0	0	0	0.093	0	0	0.620	0.640
ABLIM1	NCLN	9606.ENSP00000277895	9606.ENSP00000246117	0	0	0	0	0.044	0	0	0.414	0.416
ABLIM1	CASK	9606.ENSP00000277895	9606.ENSP00000494788	0	0	0	0	0.087	0.415	0	0	0.443
ABTB1	PARK7	9606.ENSP00000232744	9606.ENSP00000340278	0.043	0	0	0	0	0	0	0.404	0.405
ABTB1	TMEM91	9606.ENSP00000232744	9606.ENSP00000375859	0	0	0	0	0.127	0	0	0.389	0.444
ABTB1	LRCOL1	9606.ENSP00000232744	9606.ENSP00000479730	0	0	0	0	0	0	0	0.448	0.448
ABTB1	CARD19	9606.ENSP00000232744	9606.ENSP00000364613	0	0	0	0	0.078	0	0	0.474	0.494
ABTB1	DNTTIP1	9606.ENSP00000232744	9606.ENSP00000361705	0	0	0	0	0.075	0.292	0	0.327	0.520
ABTB1	YPEL3	9606.ENSP00000232744	9606.ENSP00000381821	0	0	0	0	0.470	0	0	0.167	0.540
ACAA1	OXCT1	9606.ENSP00000333664	9606.ENSP00000196371	0.079	0.057	0	0	0.194	0	0.864	0.486	0.942
ACAA1	ACOT8	9606.ENSP00000333664	9606.ENSP00000217455	0.041	0	0	0	0.209	0.099	0	0.433	0.561
ACAA1	DECR2	9606.ENSP00000333664	9606.ENSP00000219481	0.044	0	0	0	0.205	0.051	0.182	0.490	0.644
ACAA1	PEX11G	9606.ENSP00000333664	9606.ENSP00000221480	0	0	0	0	0.149	0.071	0	0.320	0.416
ACAA1	PEX16	9606.ENSP00000333664	9606.ENSP00000241041	0	0	0	0	0.105	0	0	0.357	0.400
ACAA1	ACADS	9606.ENSP00000333664	9606.ENSP00000242592	0.054	0	0	0	0.697	0.051	0.918	0.696	0.992
ACAA1	NDUFA10	9606.ENSP00000333664	9606.ENSP00000252711	0	0	0	0	0.083	0	0	0.374	0.402
ACAA1	TYSND1	9606.ENSP00000333664	9606.ENSP00000287078	0	0	0	0	0.087	0	0.750	0.823	0.956
ACAA1	PEX10	9606.ENSP00000333664	9606.ENSP00000288774	0	0	0	0	0.078	0	0.500	0.783	0.891
ACAA1	ALDH16A1	9606.ENSP00000333664	9606.ENSP00000293350	0	0	0	0	0.152	0	0.214	0.186	0.410
ACAA1	ECI1	9606.ENSP00000333664	9606.ENSP00000301729	0.054	0	0	0	0.356	0.296	0.411	0.414	0.825
ACAA1	PEX6	9606.ENSP00000333664	9606.ENSP00000303511	0	0	0	0	0.118	0	0	0.526	0.564
ACAA1	NDUFS8	9606.ENSP00000333664	9606.ENSP00000315774	0	0	0	0	0.099	0	0.449	0.166	0.549
ACAA1	ACSS1	9606.ENSP00000333664	9606.ENSP00000316924	0.055	0	0	0	0.251	0	0.836	0.320	0.911
ACAA1	DHRS4	9606.ENSP00000333664	9606.ENSP00000326219	0.044	0	0	0	0.212	0.051	0.182	0.274	0.498
ACAA1	DHRS1	9606.ENSP00000333664	9606.ENSP00000380027	0.044	0	0	0	0.211	0.051	0.182	0.165	0.422
ACAA1	PC	9606.ENSP00000333664	9606.ENSP00000498994	0	0	0	0	0.109	0	0	0.396	0.439
ACAA1	NDUFV1	9606.ENSP00000333664	9606.ENSP00000497587	0.042	0	0	0	0.141	0	0	0.394	0.458
ACAA1	SDHB	9606.ENSP00000333664	9606.ENSP00000364649	0	0	0	0	0.282	0.045	0	0.277	0.462
ACAA1	ACOXL	9606.ENSP00000333664	9606.ENSP00000407761	0.054	0	0	0	0.324	0.051	0.216	0.159	0.526
ACAA1	ACBD4	9606.ENSP00000333664	9606.ENSP00000405969	0	0	0	0	0.356	0	0.185	0.178	0.531
ACAA1	HSD17B8	9606.ENSP00000333664	9606.ENSP00000363794	0.044	0.033	0	0	0.098	0.071	0.182	0.422	0.552
ACAA1	STOML1	9606.ENSP00000333664	9606.ENSP00000442478	0.109	0	0	0	0.311	0.050	0.248	0.168	0.568
ACAA1	GCDH	9606.ENSP00000333664	9606.ENSP00000466845	0.054	0	0	0	0.372	0.051	0.216	0.469	0.723
ACAA1	PEX14	9606.ENSP00000333664	9606.ENSP00000349016	0	0	0	0	0.092	0	0.500	0.489	0.748
ACAA1	ACSL1	9606.ENSP00000333664	9606.ENSP00000422607	0.057	0	0	0	0.354	0.098	0	0.601	0.751
ACAA1	HMGCL	9606.ENSP00000333664	9606.ENSP00000363614	0.072	0	0	0	0.253	0	0.900	0.562	0.965
ACAA1	ECHS1	9606.ENSP00000333664	9606.ENSP00000357535	0.054	0	0	0	0.393	0.296	0.216	0.939	0.977
ACADS	OXCT1	9606.ENSP00000242592	9606.ENSP00000196371	0.057	0.005	0	0	0.105	0	0.265	0.298	0.506
ACADS	ACOT8	9606.ENSP00000242592	9606.ENSP00000217455	0.042	0	0	0	0.130	0	0	0.431	0.485
ACADS	DECR2	9606.ENSP00000242592	9606.ENSP00000219481	0.042	0	0	0	0.129	0.091	0.174	0.246	0.441
ACADS	SARDH	9606.ENSP00000242592	9606.ENSP00000360938	0.042	0	0	0	0.092	0.113	0.106	0.303	0.431
ACADS	BCAT2	9606.ENSP00000242592	9606.ENSP00000322991	0	0	0	0	0.085	0	0	0.413	0.440
ACADS	PC	9606.ENSP00000242592	9606.ENSP00000498994	0.042	0	0	0	0.116	0	0.116	0.357	0.454
ACADS	SCAF1	9606.ENSP00000242592	9606.ENSP00000353769	0	0	0	0	0.086	0	0	0.447	0.472
ACADS	ACBD4	9606.ENSP00000242592	9606.ENSP00000405969	0	0	0	0	0.331	0	0.165	0.163	0.492
ACADS	STOML1	9606.ENSP00000242592	9606.ENSP00000442478	0.057	0	0	0	0.298	0.065	0.216	0.135	0.504
ACADS	NDUFS8	9606.ENSP00000242592	9606.ENSP00000315774	0.059	0	0	0	0.099	0.311	0	0.257	0.508
ACADS	HMGCL	9606.ENSP00000242592	9606.ENSP00000363614	0.057	0	0	0	0.148	0	0	0.491	0.555
ACADS	ACSL1	9606.ENSP00000242592	9606.ENSP00000422607	0.050	0	0	0	0.194	0.071	0.214	0.470	0.650
ACADS	SIRT3	9606.ENSP00000242592	9606.ENSP00000372191	0	0	0	0	0.149	0	0	0.694	0.728
ACADS	ECI1	9606.ENSP00000242592	9606.ENSP00000301729	0.046	0	0	0	0.327	0.098	0.426	0.555	0.825
ACADS	DHRS4	9606.ENSP00000242592	9606.ENSP00000326219	0.042	0	0	0	0.146	0.071	0.174	0.819	0.865
ACADS	GCDH	9606.ENSP00000242592	9606.ENSP00000466845	0	0	0.093	0.756	0.093	0	0.900	0.261	0.931
ACADS	ACSS1	9606.ENSP00000242592	9606.ENSP00000316924	0.044	0	0	0	0.206	0	0.915	0.316	0.950
ACADS	ECHS1	9606.ENSP00000242592	9606.ENSP00000357535	0.046	0	0	0	0.606	0.099	0.948	0.743	0.994
ACBD4	PEX11G	9606.ENSP00000405969	9606.ENSP00000221480	0	0	0	0	0.058	0	0	0.403	0.413
ACBD4	PEX16	9606.ENSP00000405969	9606.ENSP00000241041	0	0	0	0	0.105	0	0	0.373	0.415
ACBD4	ACOXL	9606.ENSP00000405969	9606.ENSP00000407761	0	0	0	0	0.298	0	0.165	0.158	0.463
ACBD4	GCDH	9606.ENSP00000405969	9606.ENSP00000466845	0	0	0	0	0.325	0	0.165	0.304	0.574
ACOT8	GPKOW	9606.ENSP00000217455	9606.ENSP00000156109	0	0	0	0	0.437	0	0	0	0.437
ACOT8	NDUFA10	9606.ENSP00000217455	9606.ENSP00000252711	0	0	0	0	0.086	0	0	0.383	0.412
ACOT8	HMGCL	9606.ENSP00000217455	9606.ENSP00000363614	0	0	0	0	0.116	0	0	0.373	0.422
ACOT8	PEX6	9606.ENSP00000217455	9606.ENSP00000303511	0	0	0	0	0.085	0	0	0.399	0.427
ACOT8	BCAT2	9606.ENSP00000217455	9606.ENSP00000322991	0	0	0	0	0.193	0	0	0.322	0.429
ACOT8	ACSL1	9606.ENSP00000217455	9606.ENSP00000422607	0	0	0	0	0.104	0.099	0	0.349	0.429
ACOT8	DECR2	9606.ENSP00000217455	9606.ENSP00000219481	0	0	0	0	0.107	0	0	0.439	0.478
ACOT8	SNX21	9606.ENSP00000217455	9606.ENSP00000418593	0	0	0	0	0.067	0.166	0	0.390	0.483
ACOT8	PEX14	9606.ENSP00000217455	9606.ENSP00000349016	0	0	0	0	0.067	0	0.500	0.153	0.570
ACOT8	PEX16	9606.ENSP00000217455	9606.ENSP00000241041	0	0	0	0	0.398	0	0	0.372	0.606
ACOT8	ECHS1	9606.ENSP00000217455	9606.ENSP00000357535	0	0	0	0	0.117	0	0.338	0.394	0.615
ACOT8	ECI1	9606.ENSP00000217455	9606.ENSP00000301729	0	0	0	0	0.143	0	0.338	0.399	0.629
ACOT8	TYSND1	9606.ENSP00000217455	9606.ENSP00000287078	0	0	0	0	0.085	0	0.500	0.381	0.692
ACOT8	PEX10	9606.ENSP00000217455	9606.ENSP00000288774	0	0	0	0	0.082	0	0.500	0.456	0.728
ACOXL	ECI1	9606.ENSP00000407761	9606.ENSP00000301729	0.046	0	0	0	0.295	0.091	0.188	0.241	0.554
ACOXL	NDUFS8	9606.ENSP00000407761	9606.ENSP00000315774	0.059	0	0	0	0.086	0.311	0	0.166	0.439
ACOXL	ACSS1	9606.ENSP00000407761	9606.ENSP00000316924	0.044	0	0	0	0.189	0	0.187	0.194	0.424
ACOXL	ECHS1	9606.ENSP00000407761	9606.ENSP00000357535	0.046	0	0	0	0.295	0.091	0.185	0.295	0.585
ACOXL	ACSL1	9606.ENSP00000407761	9606.ENSP00000422607	0.050	0	0	0	0.142	0.071	0.189	0.276	0.474
ACOXL	STOML1	9606.ENSP00000407761	9606.ENSP00000442478	0.057	0	0	0	0.296	0.065	0.216	0.166	0.520
ACSL1	DECR2	9606.ENSP00000422607	9606.ENSP00000219481	0	0	0	0	0.106	0.065	0.098	0.317	0.416
ACSL1	PLIN3	9606.ENSP00000422607	9606.ENSP00000221957	0	0	0	0	0.098	0.071	0	0.485	0.531
ACSL1	SMARCD3	9606.ENSP00000422607	9606.ENSP00000262188	0	0	0	0	0.062	0	0.400	0	0.413
ACSL1	SLC27A3	9606.ENSP00000422607	9606.ENSP00000271857	0	0	0	0	0.070	0.095	0	0.736	0.758
ACSL1	ECI1	9606.ENSP00000422607	9606.ENSP00000301729	0.052	0	0	0	0.109	0.060	0.101	0.440	0.528
ACSL1	ACSS1	9606.ENSP00000422607	9606.ENSP00000316924	0	0	0	0	0.103	0	0	0.555	0.584
ACSL1	PLPP2	9606.ENSP00000422607	9606.ENSP00000329697	0	0	0	0	0.055	0	0	0.408	0.417
ACSL1	PNPLA2	9606.ENSP00000422607	9606.ENSP00000337701	0	0	0	0	0.088	0	0.600	0.573	0.830
ACSL1	PPT2	9606.ENSP00000422607	9606.ENSP00000354608	0	0	0	0	0.055	0	0.800	0.279	0.851
ACSL1	ECHS1	9606.ENSP00000422607	9606.ENSP00000357535	0.052	0	0	0	0.103	0.060	0.101	0.600	0.661
ACSL1	BDH1	9606.ENSP00000422607	9606.ENSP00000376184	0	0	0	0	0.042	0.170	0	0.367	0.453
ACSL1	BCAT1	9606.ENSP00000422607	9606.ENSP00000443459	0	0	0	0	0.108	0	0	0.435	0.475
ACSL1	GCDH	9606.ENSP00000422607	9606.ENSP00000466845	0.050	0	0	0	0.140	0.071	0.189	0.315	0.502
ACSL1	COASY	9606.ENSP00000422607	9606.ENSP00000464814	0.057	0	0	0	0.049	0	0	0.705	0.712
ACSS1	OXCT1	9606.ENSP00000316924	9606.ENSP00000196371	0.058	0	0	0	0.112	0	0	0.406	0.460
ACSS1	PCK2	9606.ENSP00000316924	9606.ENSP00000216780	0	0	0	0	0.115	0	0.800	0.332	0.871
ACSS1	CLPP	9606.ENSP00000316924	9606.ENSP00000245816	0	0	0	0	0.049	0.421	0	0.058	0.436
ACSS1	SETD1A	9606.ENSP00000316924	9606.ENSP00000262519	0	0	0	0	0.044	0	0	0.409	0.411
ACSS1	ALDH16A1	9606.ENSP00000316924	9606.ENSP00000293350	0.041	0	0	0	0.211	0.060	0.185	0.141	0.412
ACSS1	ECI1	9606.ENSP00000316924	9606.ENSP00000301729	0.045	0	0	0	0.202	0	0.188	0.304	0.512
ACSS1	STOML1	9606.ENSP00000316924	9606.ENSP00000442478	0.057	0	0	0	0.139	0	0.217	0.169	0.401
ACSS1	IDH3B	9606.ENSP00000316924	9606.ENSP00000482773	0	0	0	0	0.087	0.094	0.182	0.230	0.409
ACSS1	COASY	9606.ENSP00000316924	9606.ENSP00000464814	0.042	0	0	0	0.056	0	0	0.402	0.412
ACSS1	BDH1	9606.ENSP00000316924	9606.ENSP00000376184	0	0	0	0	0.055	0	0	0.407	0.416
ACSS1	SDHB	9606.ENSP00000316924	9606.ENSP00000364649	0.051	0	0	0	0.242	0	0	0.296	0.450
ACSS1	GCDH	9606.ENSP00000316924	9606.ENSP00000466845	0.044	0.003	0	0	0.200	0	0.187	0.232	0.459
ACSS1	SIRT6	9606.ENSP00000316924	9606.ENSP00000337332	0	0	0	0	0	0	0	0.459	0.459
ACSS1	HMGCL	9606.ENSP00000316924	9606.ENSP00000363614	0.060	0.003	0	0	0.149	0	0.215	0.411	0.581
ACSS1	ECHS1	9606.ENSP00000316924	9606.ENSP00000357535	0.045	0	0	0	0.196	0	0.188	0.408	0.582
ACSS1	PC	9606.ENSP00000316924	9606.ENSP00000498994	0.080	0	0	0	0.106	0	0.800	0.582	0.922
ACSS1	SIRT3	9606.ENSP00000316924	9606.ENSP00000372191	0	0	0	0	0.108	0.926	0	0.919	0.994
ACTR1A	KIF22	9606.ENSP00000358921	9606.ENSP00000160827	0	0	0	0	0.063	0.064	0.500	0.049	0.527
ACTR1A	AKR7A2	9606.ENSP00000358921	9606.ENSP00000235835	0	0	0	0	0.072	0.608	0	0.073	0.633
ACTR1A	UBE2M	9606.ENSP00000358921	9606.ENSP00000253023	0	0	0	0	0.266	0.292	0	0	0.458
ACTR1A	KLC4	9606.ENSP00000358921	9606.ENSP00000259708	0	0	0	0	0.047	0.073	0.500	0.147	0.573
ACTR1A	CAPZA1	9606.ENSP00000358921	9606.ENSP00000263168	0	0	0	0	0.164	0.956	0.500	0.617	0.992
ACTR1A	ACTR3	9606.ENSP00000358921	9606.ENSP00000263238	0	0	0	0.857	0.344	0.298	0	0.088	0.544
ACTR1A	ARFGAP3	9606.ENSP00000358921	9606.ENSP00000263245	0	0	0	0	0.049	0	0.500	0.089	0.528
ACTR1A	TMEM115	9606.ENSP00000358921	9606.ENSP00000266025	0	0	0	0	0.253	0	0.500	0	0.610
